Year,State,District,Party,Name,Votes,Winner,Incumbent
2014,Michigan,District 12,Democratic Party,Erika Geiss,15334,True,0.0
2014,Michigan,District 12,Republican Party,Kelly Thompson,6696,False,0.0
2014,Michigan,District 13,Democratic Party,Frank Liberati,15283,True,0.0
2014,Michigan,District 13,Republican Party,Harry Sawicki,9762,False,0.0
2014,Michigan,District 14,Democratic Party,Paul Clemente,14661,True,1.0
2014,Michigan,District 14,Republican Party,Nathan Inks,6223,False,0.0
2014,Michigan,District 15,Democratic Party,George Darany,15009,True,1.0
2014,Michigan,District 15,Republican Party,Johnnie Salemassi,7216,False,0.0
2014,Michigan,District 16,Democratic Party,Robert Kosowski,15346,True,1.0
2014,Michigan,District 16,Republican Party,Steve Boron,7160,False,0.0
2014,Michigan,District 17,Democratic Party,Bill LaVoy,14623,True,1.0
2014,Michigan,District 17,Republican Party,Charles Londo,9903,False,0.0
2014,Michigan,District 18,Democratic Party,Sarah Roberts,18854,True,1.0
2014,Michigan,District 18,Republican Party,Roland Fraschetti,11524,False,0.0
2014,Michigan,District 19,Democratic Party,Stacey Dogonski,13377,False,0.0
2014,Michigan,District 19,Republican Party,Laura Cox,21614,True,0.0
2014,Michigan,District 20,Democratic Party,Nate Smith-Tyge,13459,False,0.0
2014,Michigan,District 20,Republican Party,Kurt Heise,21425,True,1.0
2014,Michigan,District 21,Democratic Party,Kristy Pagan,16778,True,0.0
2014,Michigan,District 21,Republican Party,Carol Ann Fausone,13590,False,0.0
2014,Michigan,District 22,Democratic Party,John Chirkun,13461,True,0.0
2014,Michigan,District 22,Republican Party,Jeff Bonnell,6704,False,0.0
2014,Michigan,District 22,Constitution Party,Les Townsend,882,False,0.0
2014,Michigan,District 23,Democratic Party,David Haener,14754,False,0.0
2014,Michigan,District 23,Republican Party,Pat Somerville,16060,True,1.0
2014,Michigan,District 24,Democratic Party,Philip Kurczewski,10893,False,0.0
2014,Michigan,District 24,Republican Party,Anthony Forlini,16358,True,1.0
2014,Michigan,District 24,Constitution Party,Daryl Smith,690,False,0.0
2014,Michigan,District 25,Democratic Party,Henry Yanez,14974,True,1.0
2014,Michigan,District 25,Republican Party,Nick Hawatmeh,13026,False,0.0
2014,Michigan,District 26,Democratic Party,Jim Townsend,17755,True,1.0
2014,Michigan,District 26,Republican Party,Greg Dildilian,11377,False,0.0
2014,Michigan,District 27,Democratic Party,Robert Wittenberg,23756,True,0.0
2014,Michigan,District 27,Republican Party,Michael Ryan,7671,False,0.0
2014,Michigan,District 28,Democratic Party,Derek Miller,13363,True,0.0
2014,Michigan,District 28,Republican Party,Beth Foster,7425,False,0.0
2014,Michigan,District 29,Democratic Party,Tim Greimel,15042,True,1.0
2014,Michigan,District 29,Republican Party,David Lonier,5380,False,0.0
2014,Michigan,District 30,Democratic Party,Bo Karpinsky,10455,False,0.0
2014,Michigan,District 30,Republican Party,Jeff Farrington,12654,True,1.0
2014,Michigan,District 31,Democratic Party,Marilyn Lane,15769,True,1.0
2014,Michigan,District 31,Republican Party,Phil Rode,10054,False,0.0
2014,Michigan,District 32,Democratic Party,Pamela Kraft,9915,False,0.0
2014,Michigan,District 32,Republican Party,Andrea LaFontaine,16218,True,1.0
2014,Michigan,District 33,Democratic Party,Joe Ruffin,9398,False,0.0
2014,Michigan,District 33,Republican Party,Ken Goike,18148,True,1.0
2014,Michigan,District 34,Democratic Party,Sheldon Neeley,17124,True,0.0
2014,Michigan,District 34,Republican Party,Bruce Rogers,1670,False,0.0
2014,Michigan,District 35,Democratic Party,Jeremy Moss,31655,True,0.0
2014,Michigan,District 35,Republican Party,Robert Brim,6473,False,0.0
2014,Michigan,District 36,Democratic Party,Robert Murphy,8966,False,0.0
2014,Michigan,District 36,Republican Party,Peter Lucido,20847,True,0.0
2014,Michigan,District 37,Democratic Party,Christine Greig,19148,True,0.0
2014,Michigan,District 37,Republican Party,Richard Lerner,14359,False,0.0
2014,Michigan,District 38,Democratic Party,Jasper Catanzaro,11508,False,0.0
2014,Michigan,District 38,Republican Party,Kathy Crawford,19234,True,0.0
2014,Michigan,District 39,Democratic Party,Sandy Colvin,15300,False,0.0
2014,Michigan,District 39,Republican Party,Klint Kesto,16740,True,1.0
2014,Michigan,District 40,Democratic Party,Mary Belden,17408,False,0.0
2014,Michigan,District 40,Republican Party,Michael McCready,23680,True,1.0
2014,Michigan,District 41,Democratic Party,Mary Kerwin,14589,False,0.0
2014,Michigan,District 41,Republican Party,Martin Howrylak,18371,True,1.0
2014,Michigan,District 42,Democratic Party,Timothy Johnson,12547,False,0.0
2014,Michigan,District 42,Republican Party,Lana Theis,23477,True,0.0
2014,Michigan,District 43,Democratic Party,Dennis Ritter,13379,False,0.0
2014,Michigan,District 43,Republican Party,Jim Tedder,18662,True,0.0
2014,Michigan,District 44,Democratic Party,Mark Venie,10362,False,0.0
2014,Michigan,District 44,Republican Party,Jim Runestad,21838,True,0.0
2014,Michigan,District 45,Democratic Party,Joanna VanRaaphorst,14336,False,0.0
2014,Michigan,District 45,Republican Party,Michael Webber,18369,True,0.0
2014,Michigan,District 46,Democratic Party,David Lillis,9597,False,0.0
2014,Michigan,District 46,Republican Party,Bradford Jacobsen,21513,True,1.0
2014,Michigan,District 47,Democratic Party,Jordan Genso,8086,False,0.0
2014,Michigan,District 47,Republican Party,Henry Vaupel,20998,True,0.0
2014,Michigan,District 47,Libertarian Party,Rodger Young,1300,False,0.0
2014,Michigan,District 48,Democratic Party,Pam Faris,17631,True,1.0
2014,Michigan,District 48,Republican Party,Stephanie Stikovich,10656,False,0.0
2014,Michigan,District 49,Democratic Party,Phil Phelps,18211,True,1.0
2014,Michigan,District 49,Republican Party,Lu Penton,6524,False,0.0
2014,Michigan,District 50,Democratic Party,Charles Smiley,17018,True,1.0
2014,Michigan,District 50,Republican Party,Craig Withers,11949,False,0.0
2014,Michigan,District 51,Democratic Party,Ken Thomas,14111,False,0.0
2014,Michigan,District 51,Republican Party,Joseph Graves,19429,True,1.0
2014,Michigan,District 52,Democratic Party,Gretchen Driskell,20849,True,1.0
2014,Michigan,District 52,Republican Party,John Hochstetler,16265,False,0.0
2014,Michigan,District 53,Democratic Party,Jeff Irwin,21004,True,1.0
2014,Michigan,District 53,Republican Party,John Spisak,4504,False,0.0
2014,Michigan,District 54,Democratic Party,David Rutledge,18610,True,1.0
2014,Michigan,District 54,Republican Party,Ed Moore,6092,False,0.0
2014,Michigan,District 55,Democratic Party,Adam Zemke,19090,True,1.0
2014,Michigan,District 55,Republican Party,Leonard Burk,9028,False,0.0
2014,Michigan,District 56,Democratic Party,Tom Redmond,12726,False,0.0
2014,Michigan,District 56,Republican Party,Jason Sheppard,13596,True,0.0
2014,Michigan,District 56,Constitution Party,Al Bain,697,False,0.0
2014,Michigan,District 57,Democratic Party,Sharon Wimple,10933,False,0.0
2014,Michigan,District 57,Republican Party,Nancy Jenkins,15422,True,1.0
2014,Michigan,District 58,Democratic Party,Amaryllis Thomas,6786,False,0.0
2014,Michigan,District 58,Republican Party,Eric Leutheuser,17017,True,0.0
2014,Michigan,District 59,Democratic Party,Mike Moroz,8572,False,0.0
2014,Michigan,District 59,Republican Party,Aaron Miller,14140,True,0.0
2014,Michigan,District 60,Democratic Party,Jon Hoadley,15513,True,0.0
2014,Michigan,District 60,Republican Party,Mike Perrin,6611,False,0.0
2014,Michigan,District 61,Democratic Party,John Fisher,14148,False,0.0
2014,Michigan,District 61,Republican Party,Brandt Iden,16016,True,0.0
2014,Michigan,District 61,Libertarian Party,Michael Stampfler,2941,False,0.0
2014,Michigan,District 62,Democratic Party,Andy Helmboldt,11336,False,0.0
2014,Michigan,District 62,Republican Party,John Bizon,11875,True,0.0
2014,Michigan,District 63,Democratic Party,Bill Farmer,13023,False,0.0
2014,Michigan,District 63,Republican Party,David Maturen,16718,True,0.0
2014,Michigan,District 64,Democratic Party,Brenda Pilgrim,9167,False,0.0
2014,Michigan,District 64,Republican Party,Earl Poleski,14439,True,1.0
2014,Michigan,District 65,Democratic Party,Bonnie Johnson,11077,False,0.0
2014,Michigan,District 65,Republican Party,Brett Roberts,15955,True,0.0
2014,Michigan,District 65,Libertarian Party,Ronald Muszynski,971,False,0.0
2014,Michigan,District 66,Democratic Party,Annie Brown,11646,False,0.0
2014,Michigan,District 66,Republican Party,Aric Nesbitt,15753,True,1.0
2014,Michigan,District 67,Democratic Party,Tom Cochran,16976,True,1.0
2014,Michigan,District 67,Republican Party,John Hayhoe,14281,False,0.0
2014,Michigan,District 68,Democratic Party,Andy Schor,19602,True,1.0
2014,Michigan,District 68,Republican Party,Rob Secaur,5884,False,0.0
2014,Michigan,District 69,Democratic Party,Sam Singh,18476,True,1.0
2014,Michigan,District 69,Republican Party,Frank Lambert,8759,False,0.0
2014,Michigan,District 70,Democratic Party,James Hoisington,8283,False,0.0
2014,Michigan,District 70,Republican Party,Rick Outman,13376,True,1.0
2014,Michigan,District 71,Democratic Party,Theresa Abed,17612,False,1.0
2014,Michigan,District 71,Republican Party,Tom Barrett,17760,True,0.0
2014,Michigan,District 72,Democratic Party,Kemal Hamulic,8332,False,0.0
2014,Michigan,District 72,Republican Party,Ken Yonker,17882,True,1.0
2014,Michigan,District 73,Democratic Party,Mary Polonowski,11561,False,0.0
2014,Michigan,District 73,Republican Party,Chris Afendoulis,24256,True,0.0
2014,Michigan,District 74,Democratic Party,Richard Erdman,8509,False,0.0
2014,Michigan,District 74,Republican Party,Rob VerHeulen,18789,True,1.0
2014,Michigan,District 75,Democratic Party,Brandon Dillon,12393,True,1.0
2014,Michigan,District 75,Republican Party,John Lohrstorfer,4405,False,0.0
2014,Michigan,District 76,Democratic Party,Winnie Brinks,15804,True,1.0
2014,Michigan,District 76,Republican Party,Donijo DeJonge,13822,False,0.0
2014,Michigan,District 76,Constitution Party,William Mohr,689,False,0.0
2014,Michigan,District 77,Democratic Party,Jessica Hanselman,7938,False,0.0
2014,Michigan,District 77,Republican Party,Tom Hooker,16114,True,1.0
2014,Michigan,District 78,Democratic Party,Cartier Shields,7488,False,0.0
2014,Michigan,District 78,Republican Party,Dave Pagel,15360,True,1.0
2014,Michigan,District 79,Democratic Party,Eric Lester,9911,False,0.0
2014,Michigan,District 79,Republican Party,Al Pscholka,14742,True,1.0
2014,Michigan,District 79,Constitution Party,Carl Oehling,497,False,0.0
2014,Michigan,District 80,Democratic Party,Geoff Parker,9451,False,0.0
2014,Michigan,District 80,Republican Party,Cindy Gamrat,17632,True,0.0
2014,Michigan,District 80,Libertarian Party,Arnis Davidsons,1003,False,0.0
2014,Michigan,District 81,Democratic Party,Bernardo Licata,9808,False,0.0
2014,Michigan,District 81,Republican Party,Dan Lauwers,18174,True,1.0
2014,Michigan,District 82,Democratic Party,Margaret Guerrero DeLuca,12799,False,0.0
2014,Michigan,District 82,Republican Party,Todd Courser,15699,True,0.0
2014,Michigan,District 83,Democratic Party,Marcus Middleton,9157,False,0.0
2014,Michigan,District 83,Republican Party,Paul Muxlow,15013,True,1.0
2014,Michigan,District 84,Democratic Party,David Jaroch,11715,False,0.0
2014,Michigan,District 84,Republican Party,Edward Canfield,17017,True,0.0
2014,Michigan,District 85,Democratic Party,Annie Braidwood,13714,False,0.0
2014,Michigan,District 85,Republican Party,Ben Glardon,16881,True,1.0
2014,Michigan,District 85,Libertarian Party,Roger Snyder,1473,False,0.0
2014,Michigan,District 86,Democratic Party,Lynn Mason,10516,False,0.0
2014,Michigan,District 86,Republican Party,Lisa Posthumus Lyons,20273,True,1.0
2014,Michigan,District 87,Democratic Party,Jordan Brehm,10182,False,0.0
2014,Michigan,District 87,Republican Party,Mike Callton,20359,True,1.0
2014,Michigan,District 88,Democratic Party,Janice Gwasdacus,5763,False,0.0
2014,Michigan,District 88,Republican Party,Roger Victory,22789,True,1.0
2014,Michigan,District 89,Democratic Party,Don Bergman,10316,False,0.0
2014,Michigan,District 89,Republican Party,Amanda Price,21805,True,1.0
2014,Michigan,District 90,Democratic Party,James Haspas,5521,False,0.0
2014,Michigan,District 90,Republican Party,Daniela Garcia,19932,True,0.0
2014,Michigan,District 91,Democratic Party,Collene Lamonte,12681,False,1.0
2014,Michigan,District 91,Republican Party,Holly Hughes,12734,True,0.0
2014,Michigan,District 91,Independent,Alan Jager,1959,False,0.0
2014,Michigan,District 92,Democratic Party,Marcia Hovey-Wright,13847,True,1.0
2014,Michigan,District 92,Republican Party,Ken Berman,6841,False,0.0
2014,Michigan,District 93,Democratic Party,Josh Derke,11643,False,0.0
2014,Michigan,District 93,Republican Party,Tom Leonard,18740,True,1.0
2014,Michigan,District 93,Independent,Michael Trebesh,2974,False,0.0
2014,Michigan,District 94,Democratic Party,Vincent Mosca,12634,False,0.0
2014,Michigan,District 94,Republican Party,Tim Kelly,20925,True,1.0
2014,Michigan,District 95,Democratic Party,Vanessa Guerra,17371,True,0.0
2014,Michigan,District 95,Republican Party,Jordan Haskins,5412,False,0.0
2014,Michigan,District 96,Democratic Party,Charles Brunner,20319,True,1.0
2014,Michigan,District 96,Republican Party,Carlos Jaime,8931,False,0.0
2014,Michigan,District 97,Democratic Party,Mark Lightfoot,9688,False,0.0
2014,Michigan,District 97,Republican Party,Joel Johnson,16570,True,1.0
2014,Michigan,District 98,Democratic Party,Joan Brausch,13322,False,0.0
2014,Michigan,District 98,Republican Party,Gary Glenn,16388,True,0.0
2014,Michigan,District 99,Democratic Party,Bryan Mielke,10676,False,0.0
2014,Michigan,District 99,Republican Party,Kevin Cotter,11347,True,1.0
2014,Michigan,District 100,Democratic Party,Mark Balcom,9330,False,0.0
2014,Michigan,District 100,Republican Party,Jon Bumstead,16226,True,1.0
2014,Michigan,District 101,Democratic Party,Tom Stobie,18319,False,0.0
2014,Michigan,District 101,Republican Party,Ray Franz,18639,True,1.0
2014,Michigan,District 102,Democratic Party,John Ruggles,9761,False,0.0
2014,Michigan,District 102,Republican Party,Phil Potvin,14717,True,1.0
2014,Michigan,District 103,Democratic Party,James Cromwell,10396,False,0.0
2014,Michigan,District 103,Republican Party,Bruce Rendon,18457,True,1.0
2014,Michigan,District 103,Independent,Brad Richards,1659,False,0.0
2014,Michigan,District 104,Democratic Party,Betsy Coffia,15317,False,0.0
2014,Michigan,District 104,Republican Party,Larry Inman,17394,True,0.0
2014,Michigan,District 105,Democratic Party,Jay Calo,12549,False,0.0
2014,Michigan,District 105,Republican Party,Triston Cole,21223,True,0.0
2014,Michigan,District 106,Democratic Party,Robert Kennedy,15226,False,0.0
2014,Michigan,District 106,Republican Party,Peter Pettalia,18618,True,1.0
2014,Michigan,District 107,Democratic Party,Jim Page,12402,False,0.0
2014,Michigan,District 107,Republican Party,Lee Chatfield,19342,True,0.0
2014,Michigan,District 108,Democratic Party,Grant Carlson,11421,False,0.0
2014,Michigan,District 108,Republican Party,Ed McBroom,16926,True,1.0
2014,Michigan,District 109,Democratic Party,John Kivela,18373,True,1.0
2014,Michigan,District 109,Republican Party,Pete Mackin,9606,False,0.0
2014,Michigan,District 110,Democratic Party,Scott Dianda,16415,True,1.0
2014,Michigan,District 110,Republican Party,Bob Michaels,10614,False,0.0
2014,Minnesota,District 1,Democratic Party,Bruce Patterson,4864,False,0.0
2014,Minnesota,District 1,Republican Party,Dan Fabian,9942,True,1.0
2014,Minnesota,District 1B,Democratic Party,Eric Bergeson,5721,False,0.0
2014,Minnesota,District 1B,Republican Party,Deb Kiel,7176,True,1.0
2014,Minnesota,District 2A,Democratic Party,Roger Erickson,7109,False,1.0
2014,Minnesota,District 2A,Republican Party,David Hancock,7839,True,0.0
2014,Minnesota,District 2B,Democratic Party,David Sobieski,6236,False,0.0
2014,Minnesota,District 2B,Republican Party,Steve Green,8335,True,1.0
2014,Minnesota,District 3A,Democratic Party,David Dill,12067,True,1.0
2014,Minnesota,District 3A,Republican Party,Eric Johnson,6297,False,0.0
2014,Minnesota,District 3B,Democratic Party,Mary Murphy,9956,True,1.0
2014,Minnesota,District 3B,Republican Party,Wade Fremling,6041,False,0.0
2014,Minnesota,District 4A,Democratic Party,Ben Lien,6713,True,1.0
2014,Minnesota,District 4A,Republican Party,Brian Gramer,4772,False,0.0
2014,Minnesota,District 4B,Democratic Party,Paul Marquart,9135,True,1.0
2014,Minnesota,District 4B,Republican Party,Jared Laduke,4734,False,0.0
2014,Minnesota,District 5A,Democratic Party,John Persell,7871,True,1.0
2014,Minnesota,District 5A,Republican Party,Phillip Nelson,6385,False,0.0
2014,Minnesota,District 5B,Democratic Party,Tom Anzelc,9449,True,1.0
2014,Minnesota,District 5B,Republican Party,Justin Eichorn,7241,False,0.0
2014,Minnesota,District 6A,Democratic Party,Carly Melin,11257,True,1.0
2014,Minnesota,District 6A,Republican Party,Roger Weber,4930,False,0.0
2014,Minnesota,District 6B,Democratic Party,Jason Metsa,11363,True,1.0
2014,Minnesota,District 6B,Republican Party,Matt Matasich,6334,False,0.0
